질문,라벨링
얼마나 소음이 느껴지나요?,소음
곳인가요? 조용한 숙소는,소음
느껴지나요? 소음이,소음
들리나요? 소음이 방에서,소음
숙소는 소음이 이 궁금합니다. 있는지,소음
조용한가요? 주변은 숙소,소음
큰 편인가요? 소음이,소음
숙소에서 소음이 있는지요?,소음
많은지요? 소음이 방 안이,소음
소음이 얼마나 숙소에서 들리나요?,소음
싶습니다. 있는지 소음이 알고,소음
걸리나요? 몇 바다까지 분,바다
되나요? 바다까지 얼마나 거리가 숙소에서,바다
궁금해요. 시간이 바다까지 걸리는,바다
분 거리인가요? 바다까지 몇 숙소에서,바다
바다까지 걸리나요? 걸어서 분 몇,바다
걸리나요? 얼마나 바다까지,바다
걸리나요? 바다까지 가는 데 시간이 얼마나,바다
거리가 되나요? 얼마나 바다까지,바다
얼마나 바다와 되나요? 거리는 숙소 사이의,바다
바다까지 몇 분이 소요되나요?,바다
바다까지 숙소에서 얼마나 가는 데 걸리나요?,바다
도보로 거리인가요? 몇 분 바다까지,바다
걸리나요? 바다까지 시간이 숙소에서 얼마나,바다
바다까지 분이 데 몇 가는 걸리나요?,바다
되나요? 소요 시간이 바다까지 어떻게,바다
숙소에서 시간은 되나요? 바다까지 걸리는 얼마나,바다
도보로 얼마나 바다까지 걸리나요?,바다
몇 바다와 간의 숙소 분인가요? 거리는,바다
숙소에서 분 몇 도보로 걸리나요? 바다까지,바다
분 데 걸리나요? 이동하는 바다까지 몇,바다
소요되나요? 바다까지 시간이 얼마나,바다
거리는 숙소와 사이의 몇 분인가요? 바다,바다
걷는 시간이 얼마나 바다까지 데 걸리나요?,바다
바다까지 데 얼마나 시간은 소요 이동하는 되나요?,바다
시간은 분인가요? 몇 걸리는 바다까지 데 가는,바다
바다까지 숙소에서 걸리나요? 분 정도 몇,바다
몇 걷는 데 소요되나요? 분 바다까지,바다
바다까지 시간이 이동 궁금해요.,바다
가는 시간이 걸리는 데 바다까지 궁금해요.,바다
걸리나요? 시간이 도보로 얼마나 바다까지,바다
정도인가요? 몇 거리는 바다와 분 숙소의,바다
바다까지 몇 소요되나요? 분,바다
숙소에서 바다까지 이동 되나요? 얼마나 시간이,바다
소요되나요? 얼마나 바다까지,바다
걸리는 시간이 바다까지 분인가요? 몇,바다
걸리나요? 걸어가면 바다까지 몇 숙소에서 분,바다
바다까지 걸리나요? 분 도보로 정도 몇,바다
얼마나 데 바다까지 가는 걸리나요? 숙소에서 시간이,바다
얼마나 바다까지 걸리는지요? 도보로,바다
바다까지 숙소에서 걸리나요? 분이 몇,바다
분 숙소 몇 바다와 거리가 정도인가요? 간의,바다
바다까지 궁금해요. 가는 시간이,바다
숙소에서 시간은 이동 분인가요? 바다까지 몇,바다
되나요? 바다까지 도보로 얼마나 시간이 이동,바다
분 바다까지 걸리나요? 정도 걸어서 몇,바다
숙소에서 되나요? 얼마나 거리는 바다까지,바다
얼마나 시간이 소요되나요? 바다까지 데 가는,바다
분 바다까지 몇 싶습니다. 거리인지 알고,바다
시간이 궁금합니다. 바다까지 소요 숙소에서,바다
밤에 많이 골목이 어둡나요?,치안
저녁에 골목이 어두운가요?,치안
골목길이 편인가요? 밝은 밤에,치안
밤에 골목이 어둡나요? 숙소 주변,치안
어두운 야간에 편인가요? 골목이,치안
밤에 어두운가요? 골목길이 얼마나,치안
숙소 어두운지 골목이 근처 궁금해요. 밤에,치안
어두운가요? 야간에 골목길이,치안
싶어요. 어두운지 알고 골목길이 밤에,치안
밝은 골목이 편인가요? 저녁에,치안
얼마나 골목이 밤에 어두운가요?,치안
주변 밤에 숙소 골목길이 어둡나요?,치안
밝은지요? 골목이 야간에,치안
궁금합니다. 골목이 밤에 어두운지,치안
저녁에 골목길이 어둡나요?,치안
밤에 근처 숙소 골목길이 어두운지요?,치안
골목이 밤에 밝은가요? 얼마나,치안
근처 숙소 야간에 어두운지요? 골목이,치안
밤에 밝은지요? 골목길이 얼마나,치안
어두운지 야간에 궁금합니다. 골목길이,치안
골목길이 편인지요? 밝은 저녁에,치안
골목길이 밤에 어두운지 싶습니다. 알고,치안
숙소 골목이 밤에 근처 어두운지요?,치안
야간에 어두운지 골목이 알고 싶어요.,치안
골목길이 어두운지요? 야간에 얼마나,치안
밤에 골목길이 얼마나 근처 숙소 어두운가요?,치안
골목이 밝은가요? 얼마나 밤에,치안
저녁에 어두운지요? 골목길이,치안
어두운가요? 골목길이 숙소 주변 야간에,치안
야간에 밝은지 골목이 궁금해요.,치안
골목길이 밤에 많이 어두운가요?,치안
어두운지 밤에 싶어요. 알고 골목이,치안
밤에 편인가요? 어두운 근처 골목이 숙소,치안
야간에 골목길이 궁금합니다. 밝은지,치안
어두운지요? 골목길이 밤에 얼마나,치안
숙소 골목길이 저녁에 어두운가요? 근처,치안
골목이 얼마나 야간에 어두운가요?,치안
어둡나요? 골목이 많이 저녁에,치안
골목이 야간에 어두운지 궁금해요. 근처 숙소,치안
야간에 어두운지요? 골목이,치안
밝은지 싶습니다. 밤에 알고 골목길이,치안
숙소 얼마나 어둡나요? 밤에 골목길이 주변,치안
야간에 어두운가요? 골목길이 많이,치안
편인지요? 골목이 저녁에 어두운,치안
근처 궁금해요. 골목길이 야간에 숙소 밝은지,치안
골목이 밝은 밤에 편인가요?,치안
얼마나 야간에 근처 골목이 숙소 어두운가요?,치안
어두운 골목길이 편인가요? 야간에,치안
어둡나요? 저녁에 많이 골목길이,치안
어두운지 밤에 싶어요. 알고 골목이,치안
제공되나요? 수건이,수건
수건을 받을 몇 있나요? 개의 하루에 수,수건
수건을 있나요? 수 숙소에서 사용할,수건
새로 제공하나요? 매일 수건을,수건
있나요? 준비되어 수건이,수건
되나요? 먹어도 안에서 음식을 숙소,취식
식사가 안에서 방 가능한가요?,취식
수 숙소에서 있나요? 음식을 먹을,취식
음식을 안에서 괜찮나요? 먹어도 숙소,취식
체크인이 가능한가요? 얼리,체크인
조기 할 있나요? 체크인 수,체크인
할 있나요? 수 체크인을 일찍,체크인
얼리 허용되나요? 체크인이,체크인
체크인 일찍 가능합니까?,체크인
조금 될까요? 일찍가도,체크인
